"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,11.4946692385839,0.168,0,0,"12","MS4A3"
0,11.4446503390715,0.127,0,0,"12","GATA1"
0,11.1611612939414,0.341,0,0,"12","CMA1"
0,10.9814618334436,0.586,0,0,"12","AL157895.1"
0,10.8041006139009,0.941,0.006,0,"12","TPSAB1"
0,10.5168759474002,0.582,0.004,0,"12","PRG2"
0,10.274071652567,0.954,0.007,0,"12","CPA3"
0,9.92264214285934,0.385,0.001,0,"12","ADCYAP1"
0,9.87008398346045,0.83,0.002,0,"12","MS4A2"
0,9.78002830053348,0.81,0.003,0,"12","HPGDS"
0,9.74987271550099,0.804,0.003,0,"12","HDC"
0,9.64399442754286,0.696,0.004,0,"12","CTSG"
0,9.64154559658508,0.203,0,0,"12","TPSG1"
0,9.54692404130002,0.161,0,0,"12","ENTHD1"
0,9.45777411857426,0.106,0,0,"12","AL731557.1"
0,9.25411520565395,0.12,0.001,0,"9","IGLV6-57"
0,8.73642374195617,0.356,0.021,0,"9","IGHG2"
0,8.63893881127667,0.342,0.072,0,"9","IGLC3"
1.4661685738206e-239,8.33478682145894,0.526,0.219,3.95997470103207e-235,"9","IGLC2"
0,8.25944313584273,0.805,0.096,0,"9","IGHG1"
0,8.22522438522654,0.217,0.002,0,"9","IGLV3-1"
0,8.19861117787044,0.418,0.025,0,"9","IGHGP"
0,7.99264693726478,0.613,0.112,0,"9","IGLC1"
0,7.77304400008393,0.897,0.55,0,"9","IGKC"
0,7.70535495268665,0.752,0.144,0,"9","IGHG3"
1.08567272204737e-256,7.63564780790475,0.38,0.11,2.93229345497774e-252,"9","IGHA1"
0,7.6169694523008,0.142,0.003,0,"9","IGKV4-1"
0,7.50126982842216,0.126,0,0,"9","FAM92B"
0,7.34051839074429,0.814,0.206,0,"9","IGHG4"
0,7.19785312907286,0.108,0.002,0,"9","IGKV3-20"
0,8.85385217422978,0.405,0.003,0,"15","AOC1"
0,7.49972763264124,0.113,0.001,0,"15","BX255923.2"
0,7.47859624973623,0.738,0.022,0,"15","CCL22"
0,7.22121624655246,0.434,0.005,0,"15","FLT3"
0,7.15976912010561,0.522,0.006,0,"15","CCL17"
0,7.1566726035211,0.145,0.002,0,"15","TREML1"
0,7.03913203084995,0.26,0.003,0,"15","INSM1"
0,6.82979672875895,0.211,0.006,0,"15","TUBB2B"
0,6.70994826347608,0.372,0.006,0,"15","SLCO5A1"
0,6.37057338120518,0.126,0.002,0,"15","AJ009632.2"
0,6.34686351917086,0.409,0.007,0,"15","TVP23A"
0,6.06057135359407,0.347,0.006,0,"15","ACHE"
0,6.05691815198603,0.446,0.018,0,"15","EBI3"
0,5.94705262090474,0.338,0.009,0,"15","HMSD"
