"spatial_sample_id","permutation_id","permuted_median_distance","observed_median_distance"
"All_spots",552,184.024454896625,222.389298303673
"All_spots",553,193.545860198559,222.389298303673
"All_spots",554,206.155281280883,222.389298303673
"All_spots",555,205.625873858326,222.389298303673
"All_spots",556,194.288445358956,222.389298303673
"All_spots",557,204.120062708201,222.389298303673
"All_spots",558,203.120653799657,222.389298303673
"All_spots",559,201.201391645287,222.389298303673
"All_spots",560,198.929635801205,222.389298303673
"All_spots",561,207.793166393893,222.389298303673
"All_spots",562,190.128903641714,222.389298303673
"All_spots",563,190.128903641714,222.389298303673
"All_spots",564,203.54115063053,222.389298303673
"All_spots",565,184.613108960334,222.389298303673
"All_spots",566,185.421142268081,222.389298303673
"All_spots",567,200.638979263751,222.389298303673
"All_spots",568,195.166595502407,222.389298303673
"All_spots",569,178.21616088335,222.389298303673
"All_spots",570,205.119477378429,222.389298303673
"All_spots",571,212.445287074108,222.389298303673
"All_spots",572,207.793166393893,222.389298303673
"All_spots",573,184.252544080129,222.389298303673
"All_spots",574,200.927847746399,222.389298303673
"All_spots",575,198.040399918804,222.389298303673
"All_spots",576,203.120653799657,222.389298303673
"All_spots",577,208.355465491069,222.389298303673
"All_spots",578,173.326281907851,222.389298303673
"All_spots",579,198.539668580362,222.389298303673
"All_spots",580,197.489240213233,222.389298303673
"All_spots",581,203.54115063053,222.389298303673
"All_spots",582,204.313484625954,222.389298303673
"All_spots",583,198.385987408385,222.389298303673
"All_spots",584,205.625873858326,222.389298303673
"All_spots",585,207.793166393893,222.389298303673
"All_spots",586,174.897112611958,222.389298303673
"All_spots",587,211.697897958388,222.389298303673
"All_spots",588,205.243757517738,222.389298303673
"All_spots",589,198.010100752462,222.389298303673
"All_spots",590,209.153054005912,222.389298303673
"All_spots",591,207.238992470047,222.389298303673
"All_spots",592,195.77793542685,222.389298303673
"All_spots",593,204.1984329029,222.389298303673
"All_spots",594,185.585559783082,222.389298303673
"All_spots",595,201.315672514586,222.389298303673
"All_spots",596,204.120062708201,222.389298303673
"All_spots",597,208.734280845289,222.389298303673
"All_spots",598,195.256241897666,222.389298303673
"All_spots",599,203.393706883964,222.389298303673
"All_spots",600,193.940712590214,222.389298303673
"All_spots",601,204.156802482798,222.389298303673
"All_spots",602,198.385987408385,222.389298303673
