"vertex_id","UMAP_1","UMAP_2"
"Y_398",-2.76153462730169,1.24732359119265
"Y_399",5.47904062544061,-1.88524971009003
"Y_400",-2.74660568259054,2.19362715016696
"Y_401",7.35928132248201,-5.38071403874902
"Y_402",-1.22232159973829,-5.04786334697787
"Y_403",0.793328607155674,-12.9769321031693
"Y_404",-0.927461717747731,1.40913489228394
"Y_405",-0.493258767978048,1.20818846765645
"Y_406",6.22617649770521,-2.94614655949227
"Y_407",-1.78709020519251,0.0130160547806758
"Y_408",-0.417444579332378,1.39795274291685
"Y_409",-1.34808793547685,-0.613627847131927
"Y_410",-2.88378134168052,2.08943939667426
"Y_411",-0.147192176198315,1.35598341739542
"Y_412",7.29591915493599,-5.4900600862693
"Y_413",5.27282949967484,5.78309424761461
"Y_414",-2.84231146676321,2.37965239194226
"Y_415",-2.62075172617953,1.63909456998243
"Y_416",-1.54205163319629,1.82614780111919
"Y_417",5.52349583005397,6.26686540804428
"Y_418",2.20830535773998,-13.4755854664283
"Y_419",-1.50485074602379,1.59657453882042
"Y_420",-2.69763711241373,12.5803768696324
"Y_421",-1.68239284514232,-0.230496964943399
"Y_422",8.47816271182921,-2.91661034251946
"Y_423",7.4350748842752,-5.23766516460723
"Y_424",4.58731061300701,-2.90365908894685
"Y_425",-1.38935507817555,-10.6371740162132
"Y_426",-8.65190820630492,1.87716954480887
"Y_427",-2.31764700327255,0.989684725787158
"Y_428",7.48106042346894,-3.74103811698769
"Y_429",4.84256687313153,4.6799191793807
"Y_430",3.31734037422222,3.19839258789902
"Y_431",-2.05640838505331,0.802819625139284
"Y_432",-2.20929648902655,1.95562551112846
"Y_433",8.26086192196692,-3.02512269044828
"Y_434",-1.74668349510652,-11.1700145065456
"Y_435",6.24925772921478,-3.80826235228946
"Y_436",-2.50480164763347,0.956111240215321
"Y_437",7.05081527416357,-2.84240454821588
"Y_438",0.352091120484529,-5.7607291496181
"Y_439",0.319432985519795,-12.8719192699997
"Y_440",-1.60227445095922,-0.380865935053293
"Y_441",-1.36840046930744,1.46122281467799
"Y_442",0.051941497110778,0.872913232975794
"Y_443",-2.42233513782667,-11.3051999799385
"Y_444",-1.19937026406978,1.4972828664481
"Y_445",-3.5294322807227,4.9832449058797
"Y_446",6.12570619889571,-5.25642771334577
"Y_447",-1.59551687190269,0.148634210744122
"Y_448",-2.22648877021178,0.827447343908397
"Y_449",4.62264566700496,-2.7115549952505
"Y_450",-2.01495130958313,1.69217828543837
"Y_451",8.17169409907257,-7.46848882966353
"Y_452",-6.88640811199124,10.3500164326063
"Y_453",0.357297635914872,1.94384720372497
"Y_454",2.08730978557423,4.23760812485164
"Y_455",-2.44349542001201,12.0909657290274
"Y_456",-4.58785469068222,-6.59947548690849
