"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.51049784993605e-78,5.40194727483092,0.247,0.005,4.07970364289229e-74,"4","LINC02055"
1.34733260721957e-72,5.14810823431536,0.217,0.003,3.63901063883933e-68,"4","SLC1A1"
1.2500872885477e-40,5.11260275977022,0.127,0.002,3.37636075763847e-36,"4","PDE9A"
1.96063232308597e-22,5.0944817755292,0.139,0.015,5.2954718414229e-18,"4","DHRS9"
1.91156777039813e-87,5.09004040132869,0.295,0.008,5.16295339106831e-83,"4","STRA6"
5.38591037581329e-41,5.06446990132488,0.133,0.003,1.45468053340341e-36,"4","DEFB126"
1.12223382070333e-65,5.03694423472562,0.199,0.003,3.03104132633763e-61,"4","TDRD5"
1.65058213555635e-44,4.8822475441866,0.193,0.01,4.45805728992413e-40,"4","MB"
8.28700699625456e-31,4.85195408911067,0.12,0.005,2.23823771961839e-26,"4","AC073476.3"
1.5133885374049e-33,4.75250796923091,0.102,0.002,4.08751110067691e-29,"4","SULT4A1"
3.87879748150683e-147,8.98551224014553,0.376,0,1.04762441178018e-142,"5","MAGEA4-AS1"
0,8.54841568908025,0.964,0.008,0,"5","MAGEA4"
1.30175906510216e-283,8.47999230918496,0.752,0.005,3.51592105893444e-279,"5","MAGEA1"
0,8.36029880101506,0.952,0.006,0,"5","CTAG2"
9.79741193146686e-242,8.32320641470816,0.642,0.003,2.64618298856988e-237,"5","MAGEB2"
2.5977803050861e-186,8.25770210925127,0.497,0.002,7.01634482600706e-182,"5","AP003900.1"
4.20552345827587e-289,8.23988681491052,0.745,0.002,1.13586983084573e-284,"5","MAGEA10"
4.37942039085884e-130,8.20221503823435,0.352,0.002,1.18283765336706e-125,"5","AC107419.1"
9.78180388767555e-152,8.18723154100054,0.394,0.001,2.64196741202229e-147,"5","AL445647.1"
2.72849768386776e-159,8.01844796008813,0.436,0.003,7.36939939435843e-155,"5","PURPL"
7.92712644229797e-135,7.93299989833836,0.364,0.002,2.14103758080026e-130,"5","SCN2A"
1.13693836805214e-161,7.69873426033497,0.442,0.003,3.07075683827202e-157,"5","PRAME"
8.60332078804482e-78,7.61578314141291,0.206,0.001,2.32367091164302e-73,"5","LINC01297"
8.67492341941516e-92,7.42860480762851,0.248,0.001,2.34301006634984e-87,"5","C8orf88"
1.30736082845601e-96,7.36267229059115,0.255,0.001,3.53105086157684e-92,"5","SAGE1"
3.81073308423816e-113,7.33462968026307,0.309,0.002,1.02924089872188e-108,"5","LINC00470"
2.56213729370674e-59,7.25613622071191,0.152,0,6.92007661657252e-55,"5","PRKAA2"
5.99341329357242e-125,7.24498035400793,0.333,0.001,1.61876099646098e-120,"5","MAGEA9B"
1.92291773571545e-54,7.03532450281287,0.145,0.001,5.19360851239386e-50,"5","NCAM2"
9.48568188501052e-71,7.03388111944469,0.188,0.001,2.56198782032249e-66,"5","CT45A10"
9.03939994705401e-29,4.84255196846038,0.184,0.013,2.44145153169982e-24,"6","SLC44A4"
1.53416413839456e-55,4.73763085270377,0.194,0.004,4.14362392138988e-51,"6","PRR9"
1.14642764701035e-35,4.56824838851188,0.163,0.007,3.09638643181025e-31,"6","CU639417.4"
3.64831059077899e-70,4.05275684298156,0.918,0.229,9.85372207463498e-66,"6","DSG1"
1.52993950078337e-62,3.95454630718842,0.653,0.101,4.13221359766581e-58,"6","IGFL2"
3.74015206726255e-16,3.94924687068234,0.122,0.012,1.01017767184694e-11,"6","CDH16"
8.79471885342822e-58,3.92835237453385,0.286,0.013,2.37536561512243e-53,"6","EPHX3"
1.54303757309663e-14,3.9111189675579,0.102,0.009,4.1675901811767e-10,"6","CALB2"
2.00455089468288e-52,3.72294061586018,0.388,0.035,5.41409151144899e-48,"6","AL139246.5"
4.1634553831428e-59,3.68355941309893,0.51,0.057,1.12450766443304e-54,"6","CWH43"
3.0982027617452e-13,3.37080745752839,0.102,0.01,8.36793583919762e-09,"6","LINC01559"
2.59987322681598e-14,3.20930745951019,0.153,0.022,7.02199759830727e-10,"6","LAMA4"
8.98175085475223e-43,3.17662120789582,0.561,0.102,2.42588108836003e-38,"6","CRYAB"
4.13943377626418e-13,3.1762318744283,0.153,0.024,1.11801966863119e-08,"6","PRSS3"
3.01966468720903e-16,3.09481834509337,0.143,0.016,8.15581235368287e-12,"6","CALHM5"
4.8432538736254e-35,3.071849524051,0.541,0.118,1.30811443872748e-30,"6","SLAMF7"
7.14816660656932e-05,2.97331398307212,0.102,0.029,1,"6","GAST"
1.46307250435613e-09,2.93253935655272,0.245,0.076,3.95161252701548e-05,"6","PLAAT2"
1.4504234312905e-17,2.89723400229531,0.153,0.017,3.9174486455725e-13,"6","ERP27"
1.07766423674722e-06,2.89058175237228,0.204,0.069,0.0291066333703056,"6","SCNN1D"
3.6088383460769e-36,7.12776724198209,0.293,0.025,9.74711148891911e-32,"7","DIO2"
5.86342004034493e-129,6.6666554297008,0.533,0.014,1.58365111869676e-124,"7","CACNB4"
5.93597237885893e-39,6.41333277088069,0.413,0.05,1.60324677980601e-34,"7","DCN"
1.99597319514315e-68,6.27525263906546,0.213,0.002,5.39092400276212e-64,"7","RIC3"
2.12087272314709e-38,6.06487480952191,0.133,0.002,5.72826513794798e-34,"7","FAM3B"
3.29615857483216e-126,5.8529198638617,0.547,0.016,8.90259469476419e-122,"7","CHL1"
5.37982854349614e-55,5.82958488828769,0.187,0.003,1.45303789131287e-50,"7","ZNF626"
2.63487475406374e-58,5.60278744929965,0.293,0.012,7.11653322325074e-54,"7","ID4"
1.16200768383211e-31,5.55145217704988,0.293,0.029,3.13846655326215e-27,"7","IGFBP5"
3.28892237351242e-40,5.52985744649437,0.16,0.004,8.8830504386197e-36,"7","CD248"
4.95587285484169e-66,5.32441826717126,0.347,0.015,1.33853169936419e-61,"7","C5orf66-AS1"
8.89023450410746e-37,5.20129195144691,0.173,0.006,2.40116343721438e-32,"7","GPX3"
2.81955141139115e-45,5.10567237748617,0.227,0.009,7.61532640702636e-41,"7","CADM1"
3.36237909564498e-30,4.81762481551805,0.267,0.025,9.08144969942754e-26,"7","C2CD4A"
4.06067840497937e-20,4.81212379940001,0.12,0.007,1.09674863040088e-15,"7","MAOB"
7.3385497832692e-33,4.80128529246112,0.2,0.011,1.98206891096318e-28,"7","BEX4"
9.17219335100609e-43,4.75228565938737,0.213,0.008,2.47731770217323e-38,"7","GULP1"
8.73368300185461e-44,4.74603689674483,0.227,0.009,2.35888044197091e-39,"7","HLF"
0.000458342574968832,4.69481547029578,0.107,0.033,1,"7","NPPC"
7.47564791570903e-17,4.60765560227276,0.133,0.011,2.01909774555385e-12,"7","PHYHD1"
1.95086538130078e-151,6.44737755955991,0.694,0.012,5.26909230835529e-147,"8","CCL13"
8.04481367563361e-54,6.03739620778105,0.361,0.012,2.17282372565188e-49,"8","MSR1"
1.18506724978594e-58,5.08512831288985,0.667,0.048,3.20074813494685e-54,"8","C1QC"
6.2443242418596e-09,4.70494509440079,0.111,0.009,0.000168652953448386,"8","SIGLEC1"
1.35628927731137e-17,4.64838998163504,0.194,0.013,3.66320170909027e-13,"8","MPEG1"
8.21486769048867e-10,4.6319259229495,0.111,0.008,2.21875361452409e-05,"8","LILRB5"
2.18902411785295e-26,4.6029686093737,0.222,0.01,5.91233523990904e-22,"8","MS4A4A"
1.44930898154467e-26,4.3672779704766,0.389,0.036,3.91443862825401e-22,"8","FCGR3A"
4.22122553772531e-26,4.3077988670502,0.333,0.026,1.14011080548423e-21,"8","MS4A6A"
2.58432499486437e-06,4.24130284573499,0.139,0.021,0.0698000337862917,"8","CNIH2"
7.56745434104875e-05,4.10191958152154,0.111,0.018,1,"8","GIMAP8"
5.28354633463203e-20,4.04022412302899,0.333,0.035,1.42703302952076e-15,"8","SLC40A1"
1.94368036130262e-23,3.97984061654616,0.222,0.012,5.24968628784224e-19,"8","MRC1"
2.85386699387661e-14,3.89333463580845,0.167,0.012,7.70800936376134e-10,"8","CD163"
2.38057092757687e-25,3.86818216707078,0.556,0.083,6.42968401829237e-21,"8","C1QB"
2.18588786409172e-09,3.82296894776067,0.167,0.019,5.90386453212532e-05,"8","SLCO2B1"
2.87127710441026e-10,3.76472348974662,0.194,0.024,7.75503233130166e-06,"8","CYBB"
1.68614969058439e-07,3.65999264258967,0.194,0.032,0.00455412169929937,"8","OTULINL"
1.89003813498985e-05,3.64809358861705,0.111,0.016,0.510480399879408,"8","LILRB4"
3.59460960656335e-34,3.62502488378474,0.667,0.088,9.70868108636696e-30,"8","C1QA"
