"gene","distance","Z","FC","p.value","p.adj","target_gene","perturbation","significant","direction","minus_log10_fdr"
"IGHM",1.13175517857095e-14,-1.69286968413234,1.43436159284734e-16,0.999999990444149,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"LINC02757",1.12029961663206e-14,-1.69338759179046,1.40547149464101e-16,0.999999990540872,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"ADAMDEC1",1.11299889288428e-14,-1.69372003386976,1.38721294155065e-16,0.999999990602515,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"SOX10",1.10502689095925e-14,-1.69408518639014,1.36741191745027e-16,0.999999990669826,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"NMRK2",1.10501903987296e-14,-1.69408554711657,1.36739248691713e-16,0.999999990669892,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"CYP4F3",1.09703921442875e-14,-1.69445333049564,1.34771471772197e-16,0.999999990737269,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"LINC01268",1.09218283686779e-14,-1.69467828168624,1.33580899058604e-16,0.999999990778273,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"AC092645.2",1.06789622753221e-14,-1.69581630099573,1.27706138076336e-16,0.999999990983335,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"TNFRSF4",1.05969739886404e-14,-1.69620549596548,1.25752724693542e-16,0.999999991052561,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"CLEC9A",1.05264169444358e-14,-1.6965425008565,1.24083719520919e-16,0.999999991112135,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"RBFOX1",1.04846742198464e-14,-1.69674279200276,1.23101557657769e-16,0.99999999114738,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"KRT34",1.0453471581059e-14,-1.69689295667817,1.223699416314e-16,0.999999991173725,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"PLP1",1.02627040116659e-14,-1.69781949042691,1.17944386076686e-16,0.999999991334798,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"CYP2W1",1.02626242080995e-14,-1.69781988110347,1.17942551794797e-16,0.999999991334865,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"CDH19",1.02556868583299e-14,-1.69785385270705,1.17783151592524e-16,0.999999991340723,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"CADM2",1.01143072405201e-14,-1.69855050755201,1.14558139305676e-16,0.999999991460095,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"GAL",1.0068535725021e-14,-1.69877783923294,1.13523637387113e-16,0.999999991498742,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"AC011498.1",1.00614925462019e-14,-1.6988128989988,1.13364868000573e-16,0.999999991504689,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"SPNS2",1.00511756203486e-14,-1.69886429295599,1.13132501421253e-16,0.9999999915134,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"CNR1",1.00492592033589e-14,-1.69887384460618,1.13089364501365e-16,0.999999991515018,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"PROK2",1.00337741888654e-14,-1.69895108113668,1.1274111172002e-16,0.999999991528092,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"MCOLN3",9.94182585203168e-15,-1.69941182096294,1.10684286546469e-16,0.999999991605728,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"GRIK3",9.89491557030213e-15,-1.69964829147942,1.09642228190335e-16,0.999999991645336,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"LAIR2",9.78384054114924e-15,-1.70021206866637,1.07194474317848e-16,0.999999991739121,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
